"Timestamp","320.002-SB401_R_Tl","320.002-RT502_Tl"
"30/03/2022 10:11:40","60,000","35,270"
"30/03/2022 10:11:30","60,000","35,260"
"30/03/2022 10:11:20","60,000","35,250"
"30/03/2022 10:11:10","60,000","35,240"
"30/03/2022 10:11:00","60,000","35,230"
"30/03/2022 10:10:50","60,000","35,220"
"30/03/2022 10:10:40","60,000","35,210"
"30/03/2022 10:10:30","60,000","35,200"
"30/03/2022 10:10:20","60,000","35,190"
"30/03/2022 10:10:10","60,000","35,180"
"30/03/2022 10:10:00","60,000","35,170"
"30/03/2022 10:09:50","60,000","35,160"
"30/03/2022 10:09:40","60,000","35,150"
"30/03/2022 10:09:30","60,000","35,130"
"30/03/2022 10:09:20","60,000","35,130"
"30/03/2022 10:09:10","60,000","35,110"
"30/03/2022 10:09:00","60,000","35,100"
"30/03/2022 10:08:50","60,000","35,090"
"30/03/2022 10:08:40","60,000","35,070"
"30/03/2022 10:08:30","60,000","35,070"
"30/03/2022 10:08:20","60,000","35,060"
"30/03/2022 10:08:10","60,000","35,040"
"30/03/2022 10:08:00","60,000","35,030"
"30/03/2022 10:07:50","60,000","35,020"
"30/03/2022 10:07:40","60,000","35,010"
"30/03/2022 10:07:30","60,000","35,000"
"30/03/2022 10:07:20","60,000","34,980"
"30/03/2022 10:07:10","60,000","34,970"
"30/03/2022 10:07:00","60,000","34,960"
"30/03/2022 10:06:50","60,000","34,950"
"30/03/2022 10:06:40","60,000","34,940"
"30/03/2022 10:06:30","60,000","34,930"
"30/03/2022 10:06:20","60,000","34,920"
"30/03/2022 10:06:10","60,000","34,900"
"30/03/2022 10:06:00","60,000","34,890"
"30/03/2022 10:05:50","60,000","34,880"
"30/03/2022 10:05:40","60,000","34,870"
"30/03/2022 10:05:30","60,000","34,850"
"30/03/2022 10:05:20","60,000","34,840"
"30/03/2022 10:05:10","60,000","34,830"
"30/03/2022 10:05:00","60,000","34,820"
"30/03/2022 10:04:50","60,000","34,810"
"30/03/2022 10:04:40","60,000","34,800"
"30/03/2022 10:04:30","60,000","34,790"
"30/03/2022 10:04:20","60,000","34,780"
"30/03/2022 10:04:10","60,000","34,770"
"30/03/2022 10:04:00","60,000","34,760"
"30/03/2022 10:03:50","60,000","34,750"
"30/03/2022 10:03:40","60,000","34,740"
"30/03/2022 10:03:30","60,000","34,730"
"30/03/2022 10:03:20","60,000","34,710"
"30/03/2022 10:03:10","60,000","34,700"
"30/03/2022 10:03:00","60,000","34,690"
"30/03/2022 10:02:50","60,000","34,680"
"30/03/2022 10:02:40","60,000","34,660"
"30/03/2022 10:02:30","60,000","34,650"
"30/03/2022 10:02:20","60,000","34,640"
"30/03/2022 10:02:10","60,000","34,630"
"30/03/2022 10:02:00","60,000","34,620"
"30/03/2022 10:01:50","60,000","34,610"
"30/03/2022 10:01:40","60,000","34,590"
"30/03/2022 10:01:30","60,000","34,580"
"30/03/2022 10:01:20","60,000","34,570"
"30/03/2022 10:01:10","60,000","34,560"
"30/03/2022 10:01:00","60,000","34,540"
"30/03/2022 10:00:50","60,000","34,530"
"30/03/2022 10:00:40","60,000","34,520"
"30/03/2022 10:00:30","60,000","34,500"
"30/03/2022 10:00:20","60,000","34,490"
"30/03/2022 10:00:10","60,000","34,480"
"30/03/2022 10:00:00","60,000","34,470"
"30/03/2022 09:59:50","60,000","34,460"
"30/03/2022 09:59:40","60,000","34,440"
"30/03/2022 09:59:30","60,000","34,430"
"30/03/2022 09:59:20","60,000","34,420"
"30/03/2022 09:59:10","60,000","34,400"
"30/03/2022 09:59:00","60,000","34,390"
"30/03/2022 09:58:50","60,000","34,370"
"30/03/2022 09:58:40","60,000","34,360"
"30/03/2022 09:58:30","60,000","34,350"
"30/03/2022 09:58:20","60,000","34,330"
"30/03/2022 09:58:10","60,000","34,320"
"30/03/2022 09:58:00","60,000","34,300"
"30/03/2022 09:57:50","60,000","34,290"
"30/03/2022 09:57:40","60,000","34,270"
"30/03/2022 09:57:30","60,000","34,260"
"30/03/2022 09:57:20","60,000","34,240"
"30/03/2022 09:57:10","60,000","34,230"
"30/03/2022 09:57:00","60,000","34,210"
"30/03/2022 09:56:50","60,000","34,200"
"30/03/2022 09:56:40","60,000","34,180"
"30/03/2022 09:56:30","60,000","34,170"
"30/03/2022 09:56:20","60,000","34,150"
"30/03/2022 09:56:10","60,000","34,140"
"30/03/2022 09:56:00","60,000","34,120"
"30/03/2022 09:55:50","60,000","34,110"
"30/03/2022 09:55:40","60,000","34,090"
"30/03/2022 09:55:30","60,000","34,070"
"30/03/2022 09:55:20","60,000","34,050"
"30/03/2022 09:55:10","60,000","34,040"
"30/03/2022 09:55:00","60,000","34,020"
"30/03/2022 09:54:50","60,000","34,010"
"30/03/2022 09:54:40","60,000","34,000"
"30/03/2022 09:54:30","60,000","33,980"
"30/03/2022 09:54:20","60,000","33,970"
"30/03/2022 09:54:10","60,000","33,940"
"30/03/2022 09:54:00","60,000","33,930"
"30/03/2022 09:53:50","60,000","33,910"
"30/03/2022 09:53:40","60,000","33,900"
"30/03/2022 09:53:30","60,000","33,880"
"30/03/2022 09:53:20","60,000","33,860"
"30/03/2022 09:53:10","60,000","33,850"
"30/03/2022 09:53:00","60,000","33,840"
"30/03/2022 09:52:50","60,000","33,820"
"30/03/2022 09:52:40","60,000","33,800"
"30/03/2022 09:52:30","60,000","33,780"
"30/03/2022 09:52:20","60,000","33,760"
"30/03/2022 09:52:10","60,000","33,740"
"30/03/2022 09:52:00","60,000","33,730"
"30/03/2022 09:51:50","60,000","33,710"
"30/03/2022 09:51:40","60,000","33,700"
"30/03/2022 09:51:30","60,000","33,680"
"30/03/2022 09:51:20","60,000","33,660"
"30/03/2022 09:51:10","60,000","33,650"
"30/03/2022 09:51:00","60,000","33,630"
"30/03/2022 09:50:50","60,000","33,610"
"30/03/2022 09:50:40","60,000","33,600"
"30/03/2022 09:50:30","60,000","33,580"
"30/03/2022 09:50:20","60,000","33,560"
"30/03/2022 09:50:10","60,000","33,540"
"30/03/2022 09:50:00","60,000","33,530"
"30/03/2022 09:49:50","60,000","33,510"
"30/03/2022 09:49:40","60,000","33,490"
"30/03/2022 09:49:30","60,000","33,470"
"30/03/2022 09:49:20","60,000","33,460"
"30/03/2022 09:49:10","60,000","33,440"
"30/03/2022 09:49:00","60,000","33,420"
"30/03/2022 09:48:50","60,000","33,400"
"30/03/2022 09:48:40","60,000","33,380"
"30/03/2022 09:48:30","60,000","33,370"
"30/03/2022 09:48:20","60,000","33,350"
"30/03/2022 09:48:10","60,000","33,330"
"30/03/2022 09:48:00","60,000","33,310"
"30/03/2022 09:47:50","60,000","33,290"
"30/03/2022 09:47:40","60,000","33,270"
"30/03/2022 09:47:30","60,000","33,260"
"30/03/2022 09:47:20","60,000","33,240"
"30/03/2022 09:47:10","60,000","33,220"
"30/03/2022 09:47:00","60,000","33,200"
"30/03/2022 09:46:50","60,000","33,180"
"30/03/2022 09:46:40","60,000","33,160"
"30/03/2022 09:46:30","60,000","33,140"
"30/03/2022 09:46:20","60,000","33,130"
"30/03/2022 09:46:10","60,000","33,110"
