"Timestamp","320.001-SB401_R_Tl_Etl","320.001-RT502_Tl_Etl"
"22/03/2022 21:17:40","40,000","36,200"
"22/03/2022 21:17:30","40,000","36,200"
"22/03/2022 21:17:20","40,000","36,210"
"22/03/2022 21:17:10","40,000","36,210"
"22/03/2022 21:17:00","40,000","36,210"
"22/03/2022 21:16:50","40,000","36,220"
"22/03/2022 21:16:40","40,000","36,220"
"22/03/2022 21:16:30","40,000","36,220"
"22/03/2022 21:16:20","40,000","36,230"
"22/03/2022 21:16:10","40,000","36,230"
"22/03/2022 21:16:00","40,000","36,230"
"22/03/2022 21:15:50","40,000","36,240"
"22/03/2022 21:15:40","40,000","36,240"
"22/03/2022 21:15:30","40,000","36,240"
"22/03/2022 21:15:20","40,000","36,250"
"22/03/2022 21:15:10","40,000","36,250"
"22/03/2022 21:15:00","40,000","36,250"
"22/03/2022 21:14:50","40,000","36,260"
"22/03/2022 21:14:40","40,000","36,260"
"22/03/2022 21:14:30","40,000","36,270"
"22/03/2022 21:14:20","40,000","36,270"
"22/03/2022 21:14:10","40,000","36,270"
"22/03/2022 21:14:00","40,000","36,270"
"22/03/2022 21:13:50","40,000","36,280"
"22/03/2022 21:13:40","40,000","36,290"
"22/03/2022 21:13:30","40,000","36,290"
"22/03/2022 21:13:20","40,000","36,290"
"22/03/2022 21:13:10","40,000","36,290"
"22/03/2022 21:13:00","40,000","36,300"
"22/03/2022 21:12:50","40,000","36,300"
"22/03/2022 21:12:40","40,000","36,310"
"22/03/2022 21:12:30","40,000","36,310"
"22/03/2022 21:12:20","40,000","36,310"
"22/03/2022 21:12:10","40,000","36,320"
"22/03/2022 21:12:00","40,000","36,320"
"22/03/2022 21:11:50","40,000","36,320"
"22/03/2022 21:11:40","40,000","36,330"
"22/03/2022 21:11:30","40,000","36,330"
"22/03/2022 21:11:20","40,000","36,330"
"22/03/2022 21:11:10","40,000","36,340"
"22/03/2022 21:11:00","40,000","36,340"
"22/03/2022 21:10:50","40,000","36,350"
"22/03/2022 21:10:40","40,000","36,350"
"22/03/2022 21:10:30","40,000","36,350"
"22/03/2022 21:10:20","40,000","36,360"
"22/03/2022 21:10:10","40,000","36,360"
"22/03/2022 21:10:00","40,000","36,370"
"22/03/2022 21:09:50","40,000","36,370"
"22/03/2022 21:09:40","40,000","36,370"
"22/03/2022 21:09:30","40,000","36,380"
"22/03/2022 21:09:20","40,000","36,380"
"22/03/2022 21:09:10","40,000","36,390"
"22/03/2022 21:09:00","40,000","36,390"
"22/03/2022 21:08:50","40,000","36,390"
"22/03/2022 21:08:40","40,000","36,390"
"22/03/2022 21:08:30","40,000","36,400"
"22/03/2022 21:08:20","40,000","36,400"
"22/03/2022 21:08:10","40,000","36,410"
"22/03/2022 21:08:00","40,000","36,410"
"22/03/2022 21:07:50","40,000","36,410"
"22/03/2022 21:07:40","40,000","36,410"
"22/03/2022 21:07:30","40,000","36,420"
"22/03/2022 21:07:20","40,000","36,420"
"22/03/2022 21:07:10","40,000","36,420"
"22/03/2022 21:07:00","40,000","36,430"
"22/03/2022 21:06:50","40,000","36,430"
"22/03/2022 21:06:40","40,000","36,430"
"22/03/2022 21:06:30","40,000","36,440"
"22/03/2022 21:06:20","40,000","36,440"
"22/03/2022 21:06:10","40,000","36,440"
"22/03/2022 21:06:00","40,000","36,440"
"22/03/2022 21:05:50","40,000","36,450"
"22/03/2022 21:05:40","40,000","36,450"
"22/03/2022 21:05:30","40,000","36,460"
"22/03/2022 21:05:20","40,000","36,460"
"22/03/2022 21:05:10","40,000","36,470"
"22/03/2022 21:05:00","40,000","36,470"
"22/03/2022 21:04:50","40,000","36,470"
"22/03/2022 21:04:40","40,000","36,480"
"22/03/2022 21:04:30","40,000","36,480"
"22/03/2022 21:04:20","40,000","36,490"
"22/03/2022 21:04:10","40,000","36,490"
"22/03/2022 21:04:00","40,000","36,490"
"22/03/2022 21:03:50","40,000","36,490"
"22/03/2022 21:03:40","40,000","36,500"
"22/03/2022 21:03:30","40,000","36,510"
"22/03/2022 21:03:20","40,000","36,510"
"22/03/2022 21:03:10","40,000","36,510"
"22/03/2022 21:03:00","40,000","36,510"
"22/03/2022 21:02:50","40,000","36,520"
"22/03/2022 21:02:40","40,000","36,520"
"22/03/2022 21:02:30","40,000","36,530"
"22/03/2022 21:02:20","40,000","36,530"
"22/03/2022 21:02:10","40,000","36,530"
"22/03/2022 21:02:00","40,000","36,530"
"22/03/2022 21:01:50","40,000","36,530"
"22/03/2022 21:01:40","40,000","36,540"
"22/03/2022 21:01:30","40,000","36,540"
"22/03/2022 21:01:20","40,000","36,540"
"22/03/2022 21:01:10","40,000","36,550"
"22/03/2022 21:01:00","40,000","36,550"
"22/03/2022 21:00:50","40,000","36,550"
"22/03/2022 21:00:40","40,000","36,550"
"22/03/2022 21:00:30","40,000","36,550"
"22/03/2022 21:00:20","40,000","36,550"
"22/03/2022 21:00:10","40,000","36,550"
"22/03/2022 21:00:00","40,000","36,560"
"22/03/2022 20:59:50","40,000","36,560"
"22/03/2022 20:59:40","40,000","36,560"
"22/03/2022 20:59:30","40,000","36,560"
"22/03/2022 20:59:20","40,000","36,560"
"22/03/2022 20:59:10","40,000","36,570"
"22/03/2022 20:59:00","40,000","36,570"
"22/03/2022 20:58:50","40,000","36,570"
"22/03/2022 20:58:40","40,000","36,560"
"22/03/2022 20:58:30","40,000","36,570"
"22/03/2022 20:58:20","40,000","36,570"
"22/03/2022 20:58:10","40,000","36,570"
"22/03/2022 20:58:00","40,000","36,570"
"22/03/2022 20:57:50","40,000","36,570"
